2025-07-18 15:45:42,0.94123,-1.36335,3.3489,walkingup
2025-07-18 15:45:42,0.94123,-1.16083,3.5319,walkingup
2025-07-18 15:45:42,0.94123,-1.06506,4.05101,walkingup
2025-07-18 15:45:42,0.94123,-0.97234,3.86679,walkingup
2025-07-18 15:45:42,0.94123,-0.64843,3.52214,walkingup
2025-07-18 15:45:42,0.94123,-0.61183,3.71063,walkingup
2025-07-18 15:45:42,0.94123,-0.6893,4.28342,walkingup
2025-07-18 15:45:42,0.94123,-0.49593,4.72628,walkingup
2025-07-18 15:45:42,0.94123,1.01199,5.21611,walkingup
2025-07-18 15:45:42,0.94123,0.11712,4.51461,walkingup
2025-07-18 15:45:42,0.94123,0.20923,3.67281,walkingup
2025-07-18 15:45:42,0.94123,-0.27389,3.73869,walkingup
2025-07-18 15:45:42,0.94123,0.47946,4.94771,walkingup
2025-07-18 15:45:42,0.94123,-0.67039,3.03231,walkingup
2025-07-18 15:45:42,0.94123,1.26453,2.68034,walkingup
2025-07-18 15:45:42,0.94123,0.92537,3.44223,walkingup
2025-07-18 15:45:42,0.94123,0.47946,3.88753,walkingup
2025-07-18 15:45:42,0.94123,0.35075,3.40014,walkingup
2025-07-18 15:45:42,0.94123,0.50691,2.62056,walkingup
2025-07-18 15:45:42,0.94123,-0.75457,3.26838,walkingup
2025-07-18 15:45:42,0.94123,-0.83753,3.18054,walkingup
2025-07-18 15:45:42,0.94123,-0.66307,3.13357,walkingup
2025-07-18 15:45:42,0.94123,-0.2257,3.26533,walkingup
2025-07-18 15:45:42,0.94123,0.17812,3.34158,walkingup
2025-07-18 15:45:42,0.94123,0.26779,2.65472,walkingup
2025-07-18 15:45:42,0.94123,0.09821,1.66103,walkingup
2025-07-18 15:45:42,0.94123,-0.59231,1.52805,walkingup
2025-07-18 15:45:42,0.94123,-1.37982,2.26859,walkingup
2025-07-18 15:45:42,0.94123,-2.05082,3.39953,walkingup
2025-07-18 15:45:42,0.94123,-2.60348,3.65207,walkingup
2025-07-18 15:45:42,0.94123,-2.16245,2.80783,walkingup
2025-07-18 15:45:42,0.94123,-1.30113,2.33569,walkingup
2025-07-18 15:45:42,0.94123,-0.2867,2.501,walkingup
2025-07-18 15:45:42,0.94123,0.75213,2.6291,walkingup
2025-07-18 15:45:42,0.94123,0.71736,3.43674,walkingup
2025-07-18 15:45:42,0.94123,-0.8357,3.90766,walkingup
2025-07-18 15:45:42,0.94123,-1.30723,3.67708,walkingup
2025-07-18 15:45:42,0.94123,-1.54757,3.46907,walkingup
2025-07-18 15:45:42,0.94123,-1.87941,3.64902,walkingup
2025-07-18 15:45:42,0.94123,-1.75863,3.7759,walkingup
2025-07-18 15:45:42,0.94123,-2.3912,4.28403,walkingup
2025-07-18 15:45:42,0.94123,-2.70657,4.66833,walkingup
2025-07-18 15:45:42,0.94123,-3.15797,3.90644,walkingup
2025-07-18 15:45:42,0.94123,-2.92922,3.46541,walkingup
2025-07-18 15:45:43,0.94123,-2.22772,4.34137,walkingup
2025-07-18 15:45:43,0.94123,-1.92699,5.47109,walkingup
2025-07-18 15:45:43,0.94123,-1.88734,5.58699,walkingup
2025-07-18 15:45:43,0.94123,-1.40605,5.29968,walkingup
2025-07-18 15:45:43,0.94123,-1.25111,3.83629,walkingup
2025-07-18 15:45:43,0.94123,-2.0801,2.52113,walkingup
2025-07-18 15:45:43,0.94123,-2.50527,1.52927,walkingup
2025-07-18 15:45:43,0.94123,-1.55062,5.45706,walkingup
2025-07-18 15:45:43,0.94123,-1.37128,5.66446,walkingup
2025-07-18 15:45:43,0.94123,-1.55977,5.00261,walkingup
2025-07-18 15:45:43,0.94123,-1.25904,5.08252,walkingup
2025-07-18 15:45:43,0.94123,-1.33285,5.03128,walkingup
2025-07-18 15:45:43,0.94123,-0.58133,6.30008,walkingup
2025-07-18 15:45:43,0.94123,-0.73566,5.88162,walkingup
2025-07-18 15:45:43,0.94123,-0.78446,6.54408,walkingup
2025-07-18 15:45:43,0.94123,-1.09983,7.01256,walkingup
2025-07-18 15:45:43,0.94123,-1.2322,7.20654,walkingup
2025-07-18 15:45:43,0.94123,-2.04472,7.66526,walkingup
2025-07-18 15:45:43,0.94123,-2.10755,7.90133,walkingup
2025-07-18 15:45:43,0.94123,-2.47538,8.03187,walkingup
